subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates,distance_to_avg
20,qft,27,55,"{'cp': 351, 'h': 27, 'measure': 27, 'swap': 13, 'barrier': 1}",-1,-1,{},-1,-1,{},27,731,"{'cx': 1686, 'rz': 1229, 'sx': 337, 'x': 49, 'measure': 27, 'barrier': 1}",127,641,"{'cx': 1638, 'rz': 1290, 'sx': 403, 'x': 51, 'measure': 27, 'barrier': 1}",5.82971464019851
20,random,8,50,"{'cx': 33, 'u2': 20, 'cu1': 15, 'u1': 11, 'h': 11, 'u3': 11, 'ry': 9, 'measure': 8, 'rx': 7, 'rzz': 5, 'tdg': 3, 's': 3, 'cu3': 2, 't': 2, 'sdg': 1, 'ccx': 1, 'crx': 1, 'cy': 1, 'ch': 1, 'cz': 1, 'sx': 1, 'rxx': 1, 'x': 1, 'rz': 1, 'swap': 1, 'p': 1, 'barrier': 1}",-1,-1,{},16,193,"{'rz': 206, 'cx': 166, 'sx': 110, 'x': 9, 'measure': 8, 'barrier': 1}",27,226,"{'rz': 195, 'cx': 169, 'sx': 100, 'x': 10, 'measure': 8, 'barrier': 1}",127,225,"{'rz': 196, 'cx': 169, 'sx': 100, 'x': 10, 'measure': 8, 'barrier': 1}",10.82971464019850
20,qftentangled,22,47,"{'cp': 231, 'h': 23, 'measure': 22, 'cx': 21, 'swap': 11, 'barrier': 1}",-1,-1,{},-1,-1,{},27,441,"{'cx': 1173, 'rz': 857, 'sx': 187, 'x': 22, 'measure': 22, 'barrier': 1}",127,536,"{'cx': 1206, 'rz': 829, 'sx': 163, 'measure': 22, 'x': 20, 'barrier': 1}",13.82971464019850
20,ae,8,42,"{'cp': 21, 'cx': 14, 'u': 8, 'measure': 8, 'u2': 7, 'u3': 7, 'h': 7, 'barrier': 1}",-1,-1,{},16,168,"{'rz': 141, 'cx': 91, 'sx': 70, 'measure': 8, 'x': 5, 'barrier': 1}",27,178,"{'rz': 134, 'cx': 97, 'sx': 67, 'measure': 8, 'x': 3, 'barrier': 1}",127,169,"{'rz': 127, 'cx': 98, 'sx': 59, 'measure': 8, 'x': 5, 'barrier': 1}",18.82971464019850
20,qpeinexact,14,41,"{'cp': 91, 'h': 26, 'measure': 13, 'swap': 6, 'x': 1, 'barrier': 1}",-1,-1,{},16,418,"{'cx': 438, 'rz': 366, 'sx': 110, 'x': 16, 'measure': 13, 'barrier': 1}",27,441,"{'cx': 459, 'rz': 357, 'sx': 101, 'x': 14, 'measure': 13, 'barrier': 1}",127,397,"{'cx': 460, 'rz': 337, 'sx': 81, 'measure': 13, 'x': 12, 'barrier': 1}",19.82971464019850
20,realamprandom,9,38,"{'cx': 108, 'ry': 36, 'measure': 9, 'barrier': 1}",-1,-1,{},16,278,"{'cx': 302, 'rz': 161, 'sx': 128, 'measure': 9, 'x': 6, 'barrier': 1}",27,245,"{'cx': 301, 'rz': 149, 'sx': 121, 'measure': 9, 'x': 4, 'barrier': 1}",127,210,"{'cx': 239, 'rz': 228, 'sx': 174, 'x': 9, 'measure': 9, 'barrier': 1}",22.82971464019850
20,qft,18,37,"{'cp': 153, 'h': 18, 'measure': 18, 'swap': 9, 'barrier': 1}",-1,-1,{},-1,-1,{},27,362,"{'cx': 728, 'rz': 642, 'sx': 232, 'x': 29, 'measure': 18, 'barrier': 1}",127,459,"{'cx': 789, 'rz': 618, 'sx': 190, 'x': 34, 'measure': 18, 'barrier': 1}",23.82971464019850
20,realamprandom,8,34,"{'cx': 84, 'ry': 32, 'measure': 8, 'barrier': 1}",-1,-1,{},16,227,"{'cx': 239, 'rz': 108, 'sx': 93, 'measure': 8, 'x': 4, 'barrier': 1}",27,205,"{'cx': 205, 'rz': 112, 'sx': 96, 'measure': 8, 'x': 3, 'barrier': 1}",127,222,"{'cx': 220, 'rz': 98, 'sx': 87, 'measure': 8, 'x': 4, 'barrier': 1}",26.82971464019850
20,qpeexact,12,33,"{'cp': 65, 'h': 22, 'measure': 11, 'swap': 5, 'x': 1, 'barrier': 1}",-1,-1,{},16,326,"{'cx': 330, 'rz': 289, 'sx': 91, 'x': 14, 'measure': 11, 'barrier': 1}",27,330,"{'cx': 313, 'rz': 265, 'sx': 74, 'x': 11, 'measure': 11, 'barrier': 1}",127,330,"{'cx': 313, 'rz': 262, 'sx': 74, 'x': 11, 'measure': 11, 'barrier': 1}",27.82971464019850
20,realamprandom,7,30,"{'cx': 63, 'ry': 28, 'measure': 7, 'barrier': 1}",7,157,"{'cx': 141, 'rz': 114, 'sx': 85, 'measure': 7, 'x': 4, 'barrier': 1}",16,165,"{'cx': 159, 'rz': 99, 'sx': 84, 'measure': 7, 'x': 5, 'barrier': 1}",27,161,"{'cx': 134, 'rz': 127, 'sx': 98, 'measure': 7, 'x': 5, 'barrier': 1}",127,161,"{'cx': 152, 'rz': 99, 'sx': 83, 'measure': 7, 'x': 2, 'barrier': 1}",30.82971464019850
20,qft,14,29,"{'cp': 91, 'h': 14, 'measure': 14, 'swap': 7, 'barrier': 1}",-1,-1,{},16,281,"{'cx': 441, 'rz': 378, 'sx': 126, 'x': 18, 'measure': 14, 'barrier': 1}",27,328,"{'cx': 455, 'rz': 361, 'sx': 110, 'x': 20, 'measure': 14, 'barrier': 1}",127,299,"{'cx': 449, 'rz': 328, 'sx': 86, 'x': 20, 'measure': 14, 'barrier': 1}",31.82971464019850
20,qftentangled,13,29,"{'cp': 78, 'h': 14, 'measure': 13, 'cx': 12, 'swap': 6, 'barrier': 1}",-1,-1,{},16,244,"{'cx': 405, 'rz': 293, 'sx': 62, 'measure': 13, 'x': 10, 'barrier': 1}",27,329,"{'cx': 421, 'rz': 325, 'sx': 114, 'measure': 13, 'x': 12, 'barrier': 1}",127,323,"{'cx': 427, 'rz': 310, 'sx': 90, 'x': 21, 'measure': 13, 'barrier': 1}",31.82971464019850
20,qpeinexact,10,29,"{'cp': 45, 'h': 18, 'measure': 9, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,243,"{'cx': 230, 'rz': 169, 'sx': 36, 'measure': 9, 'x': 6, 'barrier': 1}",27,243,"{'cx': 207, 'rz': 192, 'sx': 63, 'x': 13, 'measure': 9, 'barrier': 1}",127,248,"{'cx': 225, 'rz': 171, 'sx': 40, 'measure': 9, 'x': 7, 'barrier': 1}",31.82971464019850
20,dj,23,25,"{'u2': 23, 'h': 22, 'cx': 22, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,103,"{'rz': 86, 'cx': 78, 'sx': 47, 'measure': 22, 'x': 7, 'barrier': 1}",127,93,"{'rz': 86, 'cx': 62, 'sx': 49, 'measure': 22, 'x': 4, 'barrier': 1}",35.82971464019850
20,ghz,24,25,"{'measure': 24, 'cx': 23, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,65,"{'cx': 44, 'measure': 24, 'rz': 19, 'sx': 13, 'x': 1, 'barrier': 1}",127,27,"{'measure': 24, 'cx': 23, 'rz': 2, 'sx': 1, 'barrier': 1}",35.82971464019850
20,realamprandom,24,98,"{'cx': 828, 'ry': 96, 'measure': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},27,864,"{'cx': 2543, 'rz': 523, 'sx': 395, 'x': 29, 'measure': 24, 'barrier': 1}",127,606,"{'cx': 2602, 'rz': 197, 'sx': 194, 'measure': 24, 'barrier': 1}",37.17028535980150
20,qpeexact,8,23,"{'cp': 28, 'h': 14, 'measure': 7, 'swap': 3, 'x': 1, 'barrier': 1}",-1,-1,{},16,156,"{'rz': 122, 'cx': 119, 'sx': 40, 'measure': 7, 'x': 4, 'barrier': 1}",27,157,"{'rz': 115, 'cx': 109, 'sx': 35, 'measure': 7, 'x': 6, 'barrier': 1}",127,154,"{'cx': 111, 'rz': 108, 'sx': 32, 'measure': 7, 'x': 6, 'barrier': 1}",37.82971464019850
20,twolocalrandom,25,102,"{'cx': 900, 'ry': 100, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,989,"{'cx': 2885, 'rz': 981, 'sx': 681, 'x': 51, 'measure': 25, 'barrier': 1}",127,841,"{'cx': 2714, 'rz': 767, 'sx': 549, 'x': 53, 'measure': 25, 'barrier': 1}",41.17028535980150
20,su2random,25,102,"{'cx': 900, 'u3': 100, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1014,"{'cx': 2849, 'rz': 970, 'sx': 665, 'x': 58, 'measure': 25, 'barrier': 1}",127,761,"{'cx': 2755, 'rz': 1035, 'sx': 734, 'x': 84, 'measure': 25, 'barrier': 1}",41.17028535980150
20,dj,17,19,"{'u2': 21, 'cx': 16, 'measure': 16, 'h': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,59,"{'rz': 61, 'cx': 41, 'sx': 34, 'measure': 16, 'x': 1, 'barrier': 1}",127,69,"{'rz': 63, 'cx': 41, 'sx': 36, 'measure': 16, 'x': 5, 'barrier': 1}",41.82971464019850
20,dj,16,18,"{'u2': 19, 'cx': 15, 'measure': 15, 'h': 12, 'barrier': 1}",-1,-1,{},16,61,"{'rz': 66, 'sx': 36, 'cx': 26, 'measure': 15, 'x': 3, 'barrier': 1}",27,64,"{'rz': 57, 'cx': 39, 'sx': 32, 'measure': 15, 'x': 1, 'barrier': 1}",127,58,"{'rz': 57, 'cx': 38, 'sx': 34, 'measure': 15, 'x': 2, 'barrier': 1}",42.82971464019850
20,qft,8,17,"{'cp': 28, 'h': 8, 'measure': 8, 'swap': 4, 'barrier': 1}",-1,-1,{},16,139,"{'cx': 136, 'rz': 88, 'sx': 16, 'measure': 8, 'x': 1, 'barrier': 1}",27,130,"{'cx': 123, 'rz': 122, 'sx': 48, 'measure': 8, 'x': 6, 'barrier': 1}",127,134,"{'cx': 126, 'rz': 110, 'sx': 36, 'measure': 8, 'x': 7, 'barrier': 1}",43.82971464019850
20,twolocalrandom,26,106,"{'cx': 975, 'ry': 104, 'measure': 26, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1041,"{'cx': 3179, 'rz': 1080, 'sx': 746, 'x': 71, 'measure': 26, 'barrier': 1}",127,743,"{'cx': 2404, 'rz': 1799, 'sx': 1207, 'x': 135, 'measure': 26, 'barrier': 1}",45.17028535980150
20,su2random,26,106,"{'cx': 975, 'u3': 104, 'measure': 26, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1222,"{'cx': 3435, 'rz': 1164, 'sx': 813, 'x': 54, 'measure': 26, 'barrier': 1}",127,944,"{'cx': 2935, 'rz': 1128, 'sx': 785, 'x': 61, 'measure': 26, 'barrier': 1}",45.17028535980150
21,qpeinexact,21,62,"{'cp': 210, 'h': 40, 'measure': 20, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,746,"{'cx': 1141, 'rz': 923, 'sx': 323, 'x': 28, 'measure': 20, 'barrier': 1}",127,764,"{'cx': 1212, 'rz': 763, 'sx': 174, 'x': 28, 'measure': 20, 'barrier': 1}",1.1702853598014900
21,qnn,7,65,"{'cx': 90, 'p': 42, 'u2': 14, 'ry': 14, 'measure': 7, 'barrier': 1}",7,211,"{'cx': 188, 'rz': 139, 'sx': 68, 'measure': 7, 'x': 5, 'barrier': 1}",16,173,"{'cx': 180, 'rz': 119, 'sx': 58, 'measure': 7, 'x': 1, 'barrier': 1}",27,172,"{'cx': 180, 'rz': 119, 'sx': 58, 'measure': 7, 'x': 2, 'barrier': 1}",127,179,"{'cx': 182, 'rz': 122, 'sx': 61, 'measure': 7, 'x': 1, 'barrier': 1}",4.17028535980149
21,qpeinexact,19,56,"{'cp': 171, 'h': 36, 'measure': 18, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,620,"{'cx': 997, 'rz': 608, 'sx': 123, 'x': 19, 'measure': 18, 'barrier': 1}",127,673,"{'cx': 987, 'rz': 629, 'sx': 143, 'x': 20, 'measure': 18, 'barrier': 1}",4.82971464019851
21,qnn,6,55,"{'cx': 65, 'p': 30, 'u2': 12, 'ry': 12, 'measure': 6, 'barrier': 1}",7,161,"{'cx': 132, 'rz': 86, 'sx': 44, 'measure': 6, 'barrier': 1}",16,175,"{'cx': 124, 'rz': 119, 'sx': 60, 'x': 8, 'measure': 6, 'barrier': 1}",27,159,"{'cx': 125, 'rz': 89, 'sx': 44, 'measure': 6, 'barrier': 1}",127,158,"{'cx': 125, 'rz': 88, 'sx': 44, 'measure': 6, 'barrier': 1}",5.82971464019851
21,su2random,13,54,"{'cx': 234, 'u3': 52, 'measure': 13, 'barrier': 1}",-1,-1,{},16,504,"{'cx': 881, 'rz': 381, 'sx': 288, 'measure': 13, 'x': 4, 'barrier': 1}",27,440,"{'cx': 702, 'rz': 328, 'sx': 236, 'x': 16, 'measure': 13, 'barrier': 1}",127,379,"{'cx': 681, 'rz': 339, 'sx': 260, 'x': 13, 'measure': 13, 'barrier': 1}",6.82971464019851
21,qftentangled,25,53,"{'cp': 300, 'h': 26, 'measure': 25, 'cx': 24, 'swap': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,670,"{'cx': 1351, 'rz': 1340, 'sx': 554, 'x': 57, 'measure': 25, 'barrier': 1}",127,484,"{'cx': 1538, 'rz': 931, 'sx': 74, 'measure': 25, 'x': 3, 'barrier': 1}",7.82971464019851
21,qpeinexact,17,50,"{'cp': 136, 'h': 32, 'measure': 16, 'swap': 8, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,566,"{'cx': 742, 'rz': 518, 'sx': 123, 'x': 17, 'measure': 16, 'barrier': 1}",127,556,"{'cx': 740, 'rz': 596, 'sx': 185, 'x': 26, 'measure': 16, 'barrier': 1}",10.82971464019850
21,qft,24,49,"{'cp': 276, 'h': 24, 'measure': 24, 'swap': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,756,"{'cx': 1315, 'rz': 1150, 'sx': 440, 'x': 40, 'measure': 24, 'barrier': 1}",127,649,"{'cx': 1377, 'rz': 1014, 'sx': 264, 'x': 43, 'measure': 24, 'barrier': 1}",11.82971464019850
21,qftentangled,23,49,"{'cp': 253, 'h': 24, 'measure': 23, 'cx': 22, 'swap': 11, 'barrier': 1}",-1,-1,{},-1,-1,{},27,470,"{'cx': 1332, 'rz': 787, 'sx': 64, 'measure': 23, 'x': 9, 'barrier': 1}",127,541,"{'cx': 1319, 'rz': 896, 'sx': 168, 'measure': 23, 'x': 16, 'barrier': 1}",11.82971464019850
21,twolocalrandom,18,74,"{'cx': 459, 'ry': 72, 'measure': 18, 'barrier': 1}",-1,-1,{},-1,-1,{},27,414,"{'cx': 1060, 'rz': 708, 'sx': 486, 'x': 39, 'measure': 18, 'barrier': 1}",127,643,"{'cx': 1429, 'rz': 521, 'sx': 377, 'x': 26, 'measure': 18, 'barrier': 1}",13.17028535980150
21,qnn,8,75,"{'cx': 119, 'p': 56, 'u2': 16, 'ry': 16, 'measure': 8, 'barrier': 1}",-1,-1,{},16,217,"{'cx': 232, 'rz': 181, 'sx': 91, 'measure': 8, 'x': 6, 'barrier': 1}",27,220,"{'cx': 238, 'rz': 168, 'sx': 84, 'measure': 8, 'x': 6, 'barrier': 1}",127,200,"{'cx': 256, 'rz': 123, 'sx': 52, 'measure': 8, 'barrier': 1}",14.17028535980150
21,twolocalrandom,8,34,"{'cx': 84, 'ry': 32, 'measure': 8, 'barrier': 1}",-1,-1,{},16,188,"{'cx': 221, 'rz': 106, 'sx': 87, 'measure': 8, 'x': 3, 'barrier': 1}",27,221,"{'cx': 226, 'rz': 112, 'sx': 97, 'measure': 8, 'x': 5, 'barrier': 1}",127,211,"{'cx': 233, 'rz': 92, 'sx': 83, 'measure': 8, 'x': 2, 'barrier': 1}",26.82971464019850
21,su2random,22,90,"{'cx': 693, 'u3': 88, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,614,"{'cx': 1598, 'rz': 1541, 'sx': 1047, 'x': 80, 'measure': 22, 'barrier': 1}",127,543,"{'cx': 2141, 'rz': 182, 'sx': 179, 'measure': 22, 'x': 1, 'barrier': 1}",29.17028535980150
21,qftentangled,14,31,"{'cp': 91, 'h': 15, 'measure': 14, 'cx': 13, 'swap': 7, 'barrier': 1}",-1,-1,{},16,317,"{'cx': 452, 'rz': 401, 'sx': 155, 'x': 22, 'measure': 14, 'barrier': 1}",27,351,"{'cx': 473, 'rz': 361, 'sx': 121, 'x': 23, 'measure': 14, 'barrier': 1}",127,332,"{'cx': 458, 'rz': 402, 'sx': 155, 'x': 21, 'measure': 14, 'barrier': 1}",29.82971464019850
21,qpeinexact,10,29,"{'cp': 45, 'h': 18, 'measure': 9, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,243,"{'cx': 230, 'rz': 169, 'sx': 36, 'measure': 9, 'x': 6, 'barrier': 1}",27,243,"{'cx': 207, 'rz': 192, 'sx': 63, 'x': 13, 'measure': 9, 'barrier': 1}",127,248,"{'cx': 225, 'rz': 171, 'sx': 40, 'measure': 9, 'x': 7, 'barrier': 1}",31.82971464019850
21,dj,26,28,"{'h': 26, 'u2': 25, 'cx': 25, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,110,"{'rz': 102, 'cx': 72, 'sx': 55, 'measure': 25, 'x': 4, 'barrier': 1}",127,110,"{'rz': 95, 'cx': 76, 'sx': 53, 'measure': 25, 'x': 3, 'barrier': 1}",32.82971464019850
21,realamprandom,23,94,"{'cx': 759, 'ry': 92, 'measure': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},27,753,"{'cx': 2225, 'rz': 836, 'sx': 588, 'x': 39, 'measure': 23, 'barrier': 1}",127,541,"{'cx': 1982, 'rz': 538, 'sx': 389, 'x': 23, 'measure': 23, 'barrier': 1}",33.17028535980150
21,qnn,3,25,"{'cx': 14, 'u2': 6, 'p': 6, 'ry': 6, 'measure': 3, 'barrier': 1}",7,52,"{'rz': 34, 'sx': 22, 'cx': 22, 'measure': 3, 'barrier': 1}",16,52,"{'rz': 32, 'sx': 22, 'cx': 22, 'measure': 3, 'barrier': 1}",27,50,"{'rz': 34, 'sx': 22, 'cx': 20, 'measure': 3, 'barrier': 1}",127,52,"{'rz': 32, 'sx': 22, 'cx': 22, 'measure': 3, 'barrier': 1}",35.82971464019850
21,qpeexact,9,24,"{'cp': 35, 'h': 16, 'measure': 8, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,185,"{'cx': 167, 'rz': 137, 'sx': 36, 'measure': 8, 'x': 5, 'barrier': 1}",27,207,"{'rz': 157, 'cx': 157, 'sx': 54, 'x': 11, 'measure': 8, 'barrier': 1}",127,204,"{'rz': 157, 'cx': 157, 'sx': 53, 'x': 9, 'measure': 8, 'barrier': 1}",36.82971464019850
21,dj,20,22,"{'u2': 21, 'cx': 19, 'measure': 19, 'h': 18, 'barrier': 1}",-1,-1,{},-1,-1,{},27,81,"{'rz': 79, 'cx': 45, 'sx': 42, 'measure': 19, 'x': 3, 'barrier': 1}",127,75,"{'rz': 72, 'cx': 46, 'sx': 41, 'measure': 19, 'x': 2, 'barrier': 1}",38.82971464019850
21,realamprandom,25,102,"{'cx': 900, 'ry': 100, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,945,"{'cx': 3044, 'rz': 1077, 'sx': 770, 'x': 56, 'measure': 25, 'barrier': 1}",127,831,"{'cx': 2638, 'rz': 1011, 'sx': 684, 'x': 88, 'measure': 25, 'barrier': 1}",41.17028535980150
21,twolocalrandom,25,102,"{'cx': 900, 'ry': 100, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,989,"{'cx': 2885, 'rz': 981, 'sx': 681, 'x': 51, 'measure': 25, 'barrier': 1}",127,841,"{'cx': 2714, 'rz': 767, 'sx': 549, 'x': 53, 'measure': 25, 'barrier': 1}",41.17028535980150
21,qftentangled,8,19,"{'cp': 28, 'h': 9, 'measure': 8, 'cx': 7, 'swap': 4, 'barrier': 1}",-1,-1,{},16,153,"{'cx': 158, 'rz': 100, 'sx': 25, 'measure': 8, 'x': 4, 'barrier': 1}",27,144,"{'cx': 135, 'rz': 126, 'sx': 57, 'measure': 8, 'x': 6, 'barrier': 1}",127,165,"{'cx': 150, 'rz': 111, 'sx': 33, 'measure': 8, 'x': 7, 'barrier': 1}",41.82971464019850
21,ghz,18,19,"{'measure': 18, 'cx': 17, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,21,"{'measure': 18, 'cx': 17, 'rz': 2, 'sx': 1, 'barrier': 1}",127,21,"{'measure': 18, 'cx': 17, 'rz': 2, 'sx': 1, 'barrier': 1}",41.82971464019850
21,realamprandom,4,18,"{'cx': 18, 'ry': 16, 'measure': 4, 'barrier': 1}",7,60,"{'sx': 32, 'cx': 32, 'rz': 30, 'measure': 4, 'barrier': 1}",16,65,"{'sx': 35, 'rz': 35, 'cx': 32, 'measure': 4, 'x': 1, 'barrier': 1}",27,70,"{'rz': 52, 'sx': 42, 'cx': 36, 'measure': 4, 'barrier': 1}",127,54,"{'sx': 32, 'rz': 30, 'cx': 30, 'measure': 4, 'barrier': 1}",42.82971464019850
21,su2random,4,18,"{'cx': 18, 'u3': 16, 'measure': 4, 'barrier': 1}",7,55,"{'sx': 32, 'rz': 32, 'cx': 30, 'measure': 4, 'barrier': 1}",16,61,"{'sx': 32, 'rz': 32, 'cx': 32, 'measure': 4, 'barrier': 1}",27,55,"{'sx': 32, 'rz': 32, 'cx': 30, 'measure': 4, 'barrier': 1}",127,67,"{'cx': 34, 'sx': 32, 'rz': 32, 'measure': 4, 'barrier': 1}",42.82971464019850
22,qpeexact,20,59,"{'cp': 190, 'h': 38, 'measure': 19, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,690,"{'cx': 1048, 'rz': 734, 'sx': 195, 'x': 28, 'measure': 19, 'barrier': 1}",127,686,"{'cx': 1038, 'rz': 813, 'sx': 244, 'x': 39, 'measure': 19, 'barrier': 1}",1.8297146401985100
22,realamprandom,14,58,"{'cx': 273, 'ry': 56, 'measure': 14, 'barrier': 1}",-1,-1,{},16,437,"{'cx': 896, 'rz': 324, 'sx': 237, 'measure': 14, 'x': 6, 'barrier': 1}",27,481,"{'cx': 934, 'rz': 293, 'sx': 228, 'x': 14, 'measure': 14, 'barrier': 1}",127,336,"{'cx': 819, 'rz': 382, 'sx': 281, 'x': 19, 'measure': 14, 'barrier': 1}",2.8297146401985100
22,qnn,7,65,"{'cx': 90, 'p': 42, 'u2': 14, 'ry': 14, 'measure': 7, 'barrier': 1}",7,211,"{'cx': 188, 'rz': 139, 'sx': 68, 'measure': 7, 'x': 5, 'barrier': 1}",16,173,"{'cx': 180, 'rz': 119, 'sx': 58, 'measure': 7, 'x': 1, 'barrier': 1}",27,172,"{'cx': 180, 'rz': 119, 'sx': 58, 'measure': 7, 'x': 2, 'barrier': 1}",127,179,"{'cx': 182, 'rz': 122, 'sx': 61, 'measure': 7, 'x': 1, 'barrier': 1}",4.17028535980149
22,qnn,6,55,"{'cx': 65, 'p': 30, 'u2': 12, 'ry': 12, 'measure': 6, 'barrier': 1}",7,161,"{'cx': 132, 'rz': 86, 'sx': 44, 'measure': 6, 'barrier': 1}",16,175,"{'cx': 124, 'rz': 119, 'sx': 60, 'x': 8, 'measure': 6, 'barrier': 1}",27,159,"{'cx': 125, 'rz': 89, 'sx': 44, 'measure': 6, 'barrier': 1}",127,158,"{'cx': 125, 'rz': 88, 'sx': 44, 'measure': 6, 'barrier': 1}",5.82971464019851
22,realamprandom,13,54,"{'cx': 234, 'ry': 52, 'measure': 13, 'barrier': 1}",-1,-1,{},16,490,"{'cx': 906, 'rz': 296, 'sx': 235, 'measure': 13, 'x': 2, 'barrier': 1}",27,453,"{'cx': 755, 'rz': 363, 'sx': 272, 'x': 16, 'measure': 13, 'barrier': 1}",127,266,"{'cx': 652, 'rz': 146, 'sx': 132, 'measure': 13, 'x': 2, 'barrier': 1}",6.82971464019851
22,realamprandom,17,70,"{'cx': 408, 'ry': 68, 'measure': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,380,"{'cx': 1252, 'rz': 277, 'sx': 212, 'measure': 17, 'x': 13, 'barrier': 1}",127,642,"{'cx': 1315, 'rz': 536, 'sx': 379, 'x': 17, 'measure': 17, 'barrier': 1}",9.17028535980149
22,su2random,17,70,"{'cx': 408, 'u3': 68, 'measure': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,295,"{'cx': 1063, 'rz': 208, 'sx': 174, 'measure': 17, 'x': 4, 'barrier': 1}",127,388,"{'cx': 1155, 'rz': 292, 'sx': 234, 'measure': 17, 'x': 13, 'barrier': 1}",9.17028535980149
22,qpeexact,17,50,"{'cp': 136, 'h': 32, 'measure': 16, 'swap': 8, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,517,"{'cx': 729, 'rz': 580, 'sx': 172, 'x': 27, 'measure': 16, 'barrier': 1}",127,553,"{'cx': 760, 'rz': 532, 'sx': 138, 'x': 23, 'measure': 16, 'barrier': 1}",10.82971464019850
22,qpeinexact,13,38,"{'cp': 78, 'h': 24, 'measure': 12, 'swap': 6, 'x': 1, 'barrier': 1}",-1,-1,{},16,354,"{'cx': 408, 'rz': 313, 'sx': 92, 'measure': 12, 'x': 10, 'barrier': 1}",27,405,"{'cx': 380, 'rz': 326, 'sx': 91, 'x': 16, 'measure': 12, 'barrier': 1}",127,398,"{'cx': 390, 'rz': 325, 'sx': 95, 'x': 17, 'measure': 12, 'barrier': 1}",22.82971464019850
22,ae,15,84,"{'cp': 91, 'cx': 28, 'u': 15, 'measure': 15, 'u2': 14, 'u3': 14, 'h': 14, 'barrier': 1}",-1,-1,{},16,421,"{'rz': 479, 'cx': 397, 'sx': 192, 'x': 18, 'measure': 15, 'barrier': 1}",27,478,"{'rz': 431, 'cx': 427, 'sx': 165, 'x': 17, 'measure': 15, 'barrier': 1}",127,454,"{'rz': 463, 'cx': 419, 'sx': 183, 'measure': 15, 'x': 13, 'barrier': 1}",23.17028535980150
22,qft,18,37,"{'cp': 153, 'h': 18, 'measure': 18, 'swap': 9, 'barrier': 1}",-1,-1,{},-1,-1,{},27,362,"{'cx': 728, 'rz': 642, 'sx': 232, 'x': 29, 'measure': 18, 'barrier': 1}",127,459,"{'cx': 789, 'rz': 618, 'sx': 190, 'x': 34, 'measure': 18, 'barrier': 1}",23.82971464019850
22,qftentangled,16,35,"{'cp': 120, 'h': 17, 'measure': 16, 'cx': 15, 'swap': 8, 'barrier': 1}",-1,-1,{},16,393,"{'cx': 597, 'rz': 491, 'sx': 179, 'x': 23, 'measure': 16, 'barrier': 1}",27,374,"{'cx': 594, 'rz': 501, 'sx': 165, 'measure': 16, 'x': 14, 'barrier': 1}",127,341,"{'cx': 642, 'rz': 458, 'sx': 101, 'measure': 16, 'x': 15, 'barrier': 1}",25.82971464019850
22,dj,23,25,"{'u2': 23, 'h': 22, 'cx': 22, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,103,"{'rz': 86, 'cx': 78, 'sx': 47, 'measure': 22, 'x': 7, 'barrier': 1}",127,93,"{'rz': 86, 'cx': 62, 'sx': 49, 'measure': 22, 'x': 4, 'barrier': 1}",35.82971464019850
22,ghz,24,25,"{'measure': 24, 'cx': 23, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,65,"{'cx': 44, 'measure': 24, 'rz': 19, 'sx': 13, 'x': 1, 'barrier': 1}",127,27,"{'measure': 24, 'cx': 23, 'rz': 2, 'sx': 1, 'barrier': 1}",35.82971464019850
